City,Country,Average of PostCode,PropertyMedianValue,State,StateCode,Suburb,UpdatedMonth,UpdatedYear
Sydney,Australia,2580.00,418630,New South Wales,NSW,Mount Fairy,6,2017
Sydney,Australia,2824.00,,New South Wales,NSW,Mount Foster,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Mount Frome,6,2017
Sydney,Australia,2424.00,,New South Wales,NSW,Mount George,6,2017
Sydney,Australia,2824.00,,New South Wales,NSW,Mount Harris,6,2017
Sydney,Australia,2729.00,,New South Wales,NSW,Mount Horeb,6,2017
Sydney,Australia,2570.00,737750,New South Wales,NSW,Mount Hunter,6,2017
Sydney,Australia,2290.00,539500,New South Wales,NSW,Mount Hutton,6,2017
Sydney,Australia,2786.00,,New South Wales,NSW,Mount Irvine,6,2017
Sydney,Australia,2500.00,620000,New South Wales,NSW,Mount Keira,6,2017
Sydney,Australia,2526.00,680000,New South Wales,NSW,Mount Kembla,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Mount Knowles,6,2017
Sydney,Australia,2080.00,,New South Wales,NSW,Mount Kuring-Gai,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Mount Lambie,6,2017
Sydney,Australia,2195.00,1572500,New South Wales,NSW,Mount Lewis,12,4034
Sydney,Australia,2575.00,695000,New South Wales,NSW,Mount Lindsey,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Mount Mackenzie,6,2017
Sydney,Australia,2849.00,,New South Wales,NSW,Mount Marsden,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Mount Marsh,6,2017
Sydney,Australia,2793.00,,New South Wales,NSW,Mount Mcdonald,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,Mount Mitchell,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Mount Murray,6,2017
Sydney,Australia,2558.50,820000,New South Wales,NSW,Mount Olive,12,4034
Sydney,Australia,2519.00,842000,New South Wales,NSW,Mount Ousley,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Mount Panorama,6,2017
Sydney,Australia,2519.00,842000,New South Wales,NSW,Mount Pleasant,6,2017
Sydney,Australia,2170.00,678000,New South Wales,NSW,Mount Pritchard,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Mount Rae,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Mount Rankin,6,2017
Sydney,Australia,2311.00,,New South Wales,NSW,Mount Rivers,6,2017
Sydney,Australia,2774.00,728500,New South Wales,NSW,Mount Riverview,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Mount Royal,6,2017
Sydney,Australia,2360.00,251000,New South Wales,NSW,Mount Russell,6,2017
Sydney,Australia,2500.00,620000,New South Wales,NSW,Mount Saint Thomas,6,2017
Sydney,Australia,2446.00,473000,New South Wales,NSW,Mount Seaview,6,2017
Sydney,Australia,2828.00,,New South Wales,NSW,Mount Tenandra,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Mount Thorley,6,2017
Sydney,Australia,2758.00,975000,New South Wales,NSW,Mount Tomah,6,2017
Sydney,Australia,2178.00,,New South Wales,NSW,Mount Vernon,6,2017
Sydney,Australia,2786.00,,New South Wales,NSW,Mount Victoria,6,2017
Sydney,Australia,2325.00,342000,New South Wales,NSW,Mount View,6,2017
Sydney,Australia,2586.50,783500,New South Wales,NSW,Mount Vincent,12,4034
Sydney,Australia,2484.00,515000,New South Wales,NSW,Mount Warning,6,2017
Sydney,Australia,2528.00,566000,New South Wales,NSW,Mount Warrigal,6,2017
Sydney,Australia,2787.00,422500,New South Wales,NSW,Mount Werong,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Mount White,6,2017
Sydney,Australia,2786.00,,New South Wales,NSW,Mount Wilson,6,2017
Sydney,Australia,2644.00,157000,New South Wales,NSW,Mountain Creek,6,2017
Sydney,Australia,2758.00,975000,New South Wales,NSW,Mountain Lagoon,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Mountain Top,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Mountain View,6,2017
Sydney,Australia,2648.00,174000,New South Wales,NSW,Mourquong,6,2017
Sydney,Australia,2571.00,720000,New South Wales,NSW,Mowbray Park,6,2017
Sydney,Australia,2787.00,422500,New South Wales,NSW,Mozart,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Mudgee,6,2017
Sydney,Australia,2870.00,255000,New South Wales,NSW,Mugincoble,6,2017
Sydney,Australia,2323.00,414500,New South Wales,NSW,Mulbring,6,2017
Sydney,Australia,2745.00,775000,New South Wales,NSW,Mulgoa,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Mulgowrie,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,Mulgrave,6,2017
Sydney,Australia,2476.00,,New South Wales,NSW,Muli Muli,6,2017
Sydney,Australia,2825.00,,New South Wales,NSW,Mulla,6,2017
Sydney,Australia,2352.00,340000,New South Wales,NSW,Mulla Creek,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Mullamuddy,6,2017
Sydney,Australia,2456.00,507500,New South Wales,NSW,Mullaway,6,2017
Sydney,Australia,2644.00,157000,New South Wales,NSW,Mullengandra,6,2017
Sydney,Australia,2825.00,,New South Wales,NSW,Mullengudgery,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Mullion,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Mullion Creek,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Mulloon,6,2017
Sydney,Australia,2482.00,790000,New South Wales,NSW,Mullumbimby,6,2017
Sydney,Australia,2482.00,790000,New South Wales,NSW,Mullumbimby Creek,6,2017
Sydney,Australia,2647.00,320000,New South Wales,NSW,Mulwala,6,2017
Sydney,Australia,2871.00,254000,New South Wales,NSW,Mulyandry,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Mumbil,6,2017
Sydney,Australia,2824.00,,New South Wales,NSW,Mumblebone Plain,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Mumbulla Mountain,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Mummel,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Mummulgum,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Mundamia,6,2017
Sydney,Australia,2729.00,,New South Wales,NSW,Mundarlo,6,2017
Sydney,Australia,2653.00,,New South Wales,NSW,Munderoo,6,2017
Sydney,Australia,2720.00,255000,New South Wales,NSW,Mundongo,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Mungay Creek,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Munghorn,6,2017
Sydney,Australia,2406.00,,New South Wales,NSW,Mungindi,6,2017
Sydney,Australia,2715.00,,New South Wales,NSW,Mungo,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Mungo Brush,6,2017
Sydney,Australia,2420.00,367500,New South Wales,NSW,Munni,6,2017
Sydney,Australia,2658.00,,New South Wales,NSW,Munyabla,6,2017
Sydney,Australia,2864.00,,New South Wales,NSW,Murga,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Muriel,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Murrah,6,2017
Sydney,Australia,2705.00,256500,New South Wales,NSW,Murrami,6,2017
Sydney,Australia,2825.00,,New South Wales,NSW,Murrawombie,6,2017
Sydney,Australia,2642.00,260000,New South Wales,NSW,Murray Gorge,6,2017
Sydney,Australia,2281.00,615000,New South Wales,NSW,Murrays Beach,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Murrengenburg,6,2017
Sydney,Australia,2672.00,,New South Wales,NSW,Murrin Bridge,6,2017
Sydney,Australia,2586.00,,New South Wales,NSW,Murringo,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Murrulebale,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Murrumbateman,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Murrumbidgerie,6,2017
Sydney,Australia,2849.00,,New South Wales,NSW,Murrumbo,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Murrumbucca,6,2017
Sydney,Australia,2587.00,,New South Wales,NSW,Murrumburrah,6,2017
Sydney,Australia,2338.00,,New South Wales,NSW,Murrurundi,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Murulla,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Murwillumbah,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Murwillumbah South,6,2017
Sydney,Australia,2333.00,283250,New South Wales,NSW,Muscle Creek,6,2017
Sydney,Australia,2333.00,283250,New South Wales,NSW,Muswellbrook,6,2017
Sydney,Australia,2722.00,203500,New South Wales,NSW,Muttama,6,2017
Sydney,Australia,2403.00,,New South Wales,NSW,Myall Creek,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Myall Lake,6,2017
Sydney,Australia,2681.00,,New South Wales,NSW,Myall Park,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Myalla,6,2017
Sydney,Australia,2454.00,630000,New South Wales,NSW,Mylestom,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Mylneford,6,2017
Sydney,Australia,2481.00,975000,New South Wales,NSW,Myocum,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Myola,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Myra Vale,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Myrtle Creek,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Myrtle Mountain,6,2017
Sydney,Australia,2713.00,,New South Wales,NSW,Myrtle Park,6,2017
Sydney,Australia,2546.00,420000,New South Wales,NSW,Mystery Bay,6,2017
Sydney,Australia,2264.00,580000,New South Wales,NSW,Myuna Bay,6,2017
Sydney,Australia,2496.00,869500,New South Wales,NSW,Na,12,4034
Sydney,Australia,2312.00,470000,New South Wales,NSW,Nabiac,6,2017
Sydney,Australia,2551.00,414500,New South Wales,NSW,Nadgee,6,2017
Sydney,Australia,2448.00,385000,New South Wales,NSW,Nambucca Heads,6,2017
Sydney,Australia,2346.00,313750,New South Wales,NSW,Namoi River,6,2017
Sydney,Australia,2450.00,440000,New South Wales,NSW,Nana Glen,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Nanangroe,6,2017
Sydney,Australia,2870.00,255000,New South Wales,NSW,Nanardine,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Nangar,6,2017
Sydney,Australia,2722.00,203500,New South Wales,NSW,Nangus,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Nanima,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Napoleon Reef,6,2017
Sydney,Australia,2669.00,,New South Wales,NSW,Naradhan,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Narara,6,2017
Sydney,Australia,2567.00,750000,New South Wales,NSW,Narellan,6,2017
Sydney,Australia,2567.00,750000,New South Wales,NSW,Narellan Vale,6,2017
Sydney,Australia,2065.00,1300000,New South Wales,NSW,Naremburn,6,2017
Sydney,Australia,2546.00,420000,New South Wales,NSW,Narooma,6,2017
Sydney,Australia,2551.00,414500,New South Wales,NSW,Narrabarba,6,2017
Sydney,Australia,2101.00,1257500,New South Wales,NSW,Narrabeen,6,2017
Sydney,Australia,2390.00,320000,New South Wales,NSW,Narrabri,6,2017
Sydney,Australia,2390.00,320000,New South Wales,NSW,Narrabri West,6,2017
Sydney,Australia,2666.00,229000,New South Wales,NSW,Narraburra,6,2017
Sydney,Australia,2700.00,196000,New South Wales,NSW,Narrandera,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Narrangullen,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Narrawa,6,2017
Sydney,Australia,2539.00,584600,New South Wales,NSW,Narrawallee,6,2017
Sydney,Australia,2099.00,1000000,New South Wales,NSW,Narraweena,6,2017
Sydney,Australia,2821.00,230000,New South Wales,NSW,Narromine,6,2017
Sydney,Australia,2209.00,1193500,New South Wales,NSW,Narwee,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Nashdale,6,2017
Sydney,Australia,2479.00,1000000,New South Wales,NSW,Nashua,6,2017
Sydney,Australia,2570.00,737750,New South Wales,NSW,Nattai,6,2017
Sydney,Australia,2470.00,265000,New South Wales,NSW,Naughtons Gap,6,2017
Sydney,Australia,2326.00,317500,New South Wales,NSW,Neath,6,2017
Sydney,Australia,2829.00,145000,New South Wales,NSW,Nebea,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Neilrex,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,Nelligen,6,2017
Sydney,Australia,2657.50,1249160,New South Wales,NSW,Nelson,12,4034
Sydney,Australia,2315.00,576250,New South Wales,NSW,Nelson Bay,6,2017
Sydney,Australia,2324.00,397500,New South Wales,NSW,Nelsons Plains,6,2017
Sydney,Australia,2876.00,,New South Wales,NSW,Nelungaloo,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,Nemingha,6,2017
Sydney,Australia,2680.00,310000,New South Wales,NSW,Nericon,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Neringla,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Nerong,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Nerriga,6,2017
Sydney,Australia,2545.00,,New South Wales,NSW,Nerrigundah,6,2017
Sydney,Australia,2549.00,452500,New South Wales,NSW,Nethercote,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Neurea,6,2017
Sydney,Australia,2089.00,1300000,New South Wales,NSW,Neutral Bay,6,2017
Sydney,Australia,2089.00,1300000,New South Wales,NSW,Neutral Bay Junction,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Never Never,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Nevertire,6,2017
Sydney,Australia,2799.00,252500,New South Wales,NSW,Neville,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,New Berrima,6,2017
Sydney,Australia,2483.00,672500,New South Wales,NSW,New Brighton,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,New Buildings,6,2017
Sydney,Australia,2472.00,,New South Wales,NSW,New Italy,6,2017
Sydney,Australia,2305.00,690000,New South Wales,NSW,New Lambton,6,2017
Sydney,Australia,2305.00,690000,New South Wales,NSW,New Lambton Heights,6,2017
Sydney,Australia,2346.00,313750,New South Wales,NSW,New Mexico,6,2017
Sydney,Australia,2474.00,329000,New South Wales,NSW,New Park,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,New Valley,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Newbold,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Newbridge,6,2017
Sydney,Australia,2300.00,640000,New South Wales,NSW,Newcastle,6,2017
Sydney,Australia,2300.00,640000,New South Wales,NSW,Newcastle East,6,2017
Sydney,Australia,2302.00,571000,New South Wales,NSW,Newcastle West,6,2017
Sydney,Australia,2447.00,320000,New South Wales,NSW,Newee Creek,6,2017
Sydney,Australia,2127.00,748000,New South Wales,NSW,Newington,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Newnes,6,2017
Sydney,Australia,2106.00,1375000,New South Wales,NSW,Newport,6,2017
Sydney,Australia,2106.00,1375000,New South Wales,NSW,Newport Beach,6,2017
Sydney,Australia,2455.00,405000,New South Wales,NSW,Newry,6,2017
Sydney,Australia,2455.00,405000,New South Wales,NSW,Newry Island,6,2017
Sydney,Australia,2479.00,1000000,New South Wales,NSW,Newrybar,6,2017
Sydney,Australia,2360.00,251000,New South Wales,NSW,Newstead,6,2017
Sydney,Australia,2370.00,227500,New South Wales,NSW,Newton Boyd,6,2017
Sydney,Australia,2042.00,1192500,New South Wales,NSW,Newtown,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Niagara Park,6,2017
Sydney,Australia,2354.00,450000,New South Wales,NSW,Niangala,6,2017
Sydney,Australia,2733.00,,New South Wales,NSW,Niemur,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Nightcap,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Nimbin,6,2017
Sydney,Australia,2628.00,,New South Wales,NSW,Nimmo,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Nobbys Creek,6,2017
Sydney,Australia,2835.00,181000,New South Wales,NSW,Noona,6,2017
Sydney,Australia,2794.00,230000,New South Wales,NSW,Noonbinna,6,2017
Sydney,Australia,2732.00,,New South Wales,NSW,Noorong,6,2017
Sydney,Australia,2415.00,,New South Wales,NSW,Nooroo,6,2017
Sydney,Australia,2263.00,500000,New South Wales,NSW,Norah Head,6,2017
Sydney,Australia,2263.00,500000,New South Wales,NSW,Noraville,6,2017
Sydney,Australia,2281.00,615000,New South Wales,NSW,Nords Wharf,6,2017
Sydney,Australia,2076.00,1650000,New South Wales,NSW,Normanhurst,6,2017
Sydney,Australia,2640.00,335000,New South Wales,NSW,North Albury,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,North Arm,6,2017
Sydney,Australia,2324.00,397500,New South Wales,NSW,North Arm Cove,6,2017
Sydney,Australia,2260.00,850000,New South Wales,NSW,North Avoca,6,2017
Sydney,Australia,2093.00,1470000,New South Wales,NSW,North Balgowlah,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,North Batemans Bay,6,2017
Sydney,Australia,2454.00,630000,New South Wales,NSW,North Bellingen,6,2017
Sydney,Australia,2450.00,440000,New South Wales,NSW,North Boambee Valley,6,2017
Sydney,Australia,2443.00,421500,New South Wales,NSW,North Brother,6,2017
Sydney,Australia,2470.00,265000,New South Wales,NSW,North Casino,6,2017
Sydney,Australia,2099.00,1000000,New South Wales,NSW,North Curl Curl,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,North Dorrigo,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,North Dubbo,6,2017
Sydney,Australia,2121.00,990000,New South Wales,NSW,North Epping,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,North Gosford,6,2017
Sydney,Australia,2443.00,421500,New South Wales,NSW,North Haven,6,2017
Sydney,Australia,2299.00,550000,New South Wales,NSW,North Lambton,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,North Lismore,6,2017
Sydney,Australia,2447.00,320000,New South Wales,NSW,North Macksville,6,2017
Sydney,Australia,2527.00,585000,New South Wales,NSW,North Macquarie,6,2017
Sydney,Australia,2100.00,1535000,New South Wales,NSW,North Manly,6,2017
Sydney,Australia,2546.00,420000,New South Wales,NSW,North Narooma,6,2017
Sydney,Australia,2101.00,1257500,New South Wales,NSW,North Narrabeen,6,2017
Sydney,Australia,2541.00,440000,New South Wales,NSW,North Nowra,6,2017
Sydney,Australia,2151.00,710000,New South Wales,NSW,North Parramatta,6,2017
Sydney,Australia,2754.00,780000,New South Wales,NSW,North Richmond,6,2017
Sydney,Australia,2151.00,710000,New South Wales,NSW,North Rocks,6,2017
Sydney,Australia,2335.00,395000,New South Wales,NSW,North Rothbury,6,2017
Sydney,Australia,2113.00,1355500,New South Wales,NSW,North Ryde,6,2017
Sydney,Australia,2444.00,515000,New South Wales,NSW,North Shore,6,2017
Sydney,Australia,2760.00,600000,New South Wales,NSW,North St Marys,6,2017
Sydney,Australia,2137.00,1275000,New South Wales,NSW,North Strathfield,6,2017
Sydney,Australia,2060.00,1350000,New South Wales,NSW,North Sydney,6,2017
Sydney,Australia,2060.00,1350000,New South Wales,NSW,North Sydney Shoppingworld,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,North Tamworth,6,2017
Sydney,Australia,2490.00,,New South Wales,NSW,North Tumbulgum,6,2017
Sydney,Australia,2074.00,1836500,New South Wales,NSW,North Turramurra,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,North Wagga Wagga,6,2017
Sydney,Australia,2076.00,1650000,New South Wales,NSW,North Wahroonga,6,2017
Sydney,Australia,2068.00,2272500,New South Wales,NSW,North Willoughby,6,2017
Sydney,Australia,2500.00,620000,New South Wales,NSW,North Wollongong,6,2017
Sydney,Australia,2471.00,,New South Wales,NSW,North Woodburn,6,2017
Sydney,Australia,2671.00,165000,New South Wales,NSW,North Yalgogrin,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Northangera,6,2017
Sydney,Australia,2063.00,3210000,New South Wales,NSW,Northbridge,6,2017
Sydney,Australia,2152.00,784000,New South Wales,NSW,Northmead,6,2017
Sydney,Australia,2066.00,1082500,New South Wales,NSW,Northwood,6,2017
Sydney,Australia,2787.00,422500,New South Wales,NSW,Norway,6,2017
Sydney,Australia,2354.00,450000,New South Wales,NSW,Nowendoc,6,2017
Sydney,Australia,2541.00,440000,New South Wales,NSW,Nowra,6,2017
Sydney,Australia,2541.00,440000,New South Wales,NSW,Nowra East,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Nowra Hill,6,2017
Sydney,Australia,2541.00,440000,New South Wales,NSW,Nowra North,6,2017
Sydney,Australia,2587.00,,New South Wales,NSW,Nubba,6,2017
