City,Country,Average of PostCode,PropertyMedianValue,State,StateCode,Suburb,UpdatedMonth,UpdatedYear
Sydney,Australia,2480.00,389000,New South Wales,NSW,South Lismore,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,South Littleton,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,South Maitland,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,South Maroota,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,South Murwillumbah,6,2017
Sydney,Australia,2541.00,440000,New South Wales,NSW,South Nowra,6,2017
Sydney,Australia,2549.00,452500,New South Wales,NSW,South Pambula,6,2017
Sydney,Australia,2750.00,667000,New South Wales,NSW,South Penrith,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,South Tamworth,6,2017
Sydney,Australia,2074.00,1836500,New South Wales,NSW,South Turramurra,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,South Wagga Wagga,6,2017
Sydney,Australia,2145.00,747000,New South Wales,NSW,South Wentworthville,6,2017
Sydney,Australia,2431.00,335000,New South Wales,NSW,South West Rocks,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,South Windsor,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,South Wolumla,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Southampton,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Southgate,6,2017
Sydney,Australia,2284.00,465000,New South Wales,NSW,Speers Point,6,2017
Sydney,Australia,2775.00,,New South Wales,NSW,Spencer,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Spicers Creek,6,2017
Sydney,Australia,2455.00,405000,New South Wales,NSW,Spicketts Creek,6,2017
Sydney,Australia,2088.00,1860000,New South Wales,NSW,Spit Junction,6,2017
Sydney,Australia,2640.00,335000,New South Wales,NSW,Splitters Creek,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Spring Creek,6,2017
Sydney,Australia,2570.00,737750,New South Wales,NSW,Spring Farm,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Spring Flat,6,2017
Sydney,Australia,2470.00,265000,New South Wales,NSW,Spring Grove,6,2017
Sydney,Australia,2650.00,992500,New South Wales,NSW,Spring Hill,12,4034
Sydney,Australia,2360.00,251000,New South Wales,NSW,Spring Mountain,6,2017
Sydney,Australia,2388.00,,New South Wales,NSW,Spring Plains,6,2017
Sydney,Australia,2343.00,,New South Wales,NSW,Spring Ridge,6,2017
Sydney,Australia,2798.00,,New South Wales,NSW,Spring Terrace,6,2017
Sydney,Australia,2666.00,229000,New South Wales,NSW,Springdale,6,2017
Sydney,Australia,2641.00,259000,New South Wales,NSW,Springdale Heights,6,2017
Sydney,Australia,2440.00,900000,New South Wales,NSW,Springfield,12,4034
Sydney,Australia,2800.00,372500,New South Wales,NSW,Springside,6,2017
Sydney,Australia,2720.00,664500,New South Wales,NSW,Springvale,12,4034
Sydney,Australia,2777.00,680000,New South Wales,NSW,Springwood,6,2017
Sydney,Australia,2775.00,,New South Wales,NSW,St Albans,6,2017
Sydney,Australia,2544.50,1119500,New South Wales,NSW,St Clair,12,4034
Sydney,Australia,2850.00,369000,New South Wales,NSW,St Fillans,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,St George,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,St Georges Basin,6,2017
Sydney,Australia,2560.00,593000,New South Wales,NSW,St Helens Park,6,2017
Sydney,Australia,2257.00,730000,New South Wales,NSW,St Huberts Island,6,2017
Sydney,Australia,2075.00,1830000,New South Wales,NSW,St Ives,6,2017
Sydney,Australia,2075.00,1830000,New South Wales,NSW,St Ives Chase,6,2017
Sydney,Australia,2176.00,877000,New South Wales,NSW,St Johns Park,6,2017
Sydney,Australia,2065.00,1300000,New South Wales,NSW,St Leonards,6,2017
Sydney,Australia,2760.00,600000,New South Wales,NSW,St Marys,6,2017
Sydney,Australia,2760.00,600000,New South Wales,NSW,St Marys East,6,2017
Sydney,Australia,2760.00,600000,New South Wales,NSW,St Marys South,6,2017
Sydney,Australia,2031.00,1245000,New South Wales,NSW,St Pauls,6,2017
Sydney,Australia,2044.00,1301500,New South Wales,NSW,St Peters,6,2017
Sydney,Australia,2360.00,251000,New South Wales,NSW,Stanborough,6,2017
Sydney,Australia,2705.00,256500,New South Wales,NSW,Stanbridge,6,2017
Sydney,Australia,2327.00,319000,New South Wales,NSW,Stanford Merthyr,6,2017
Sydney,Australia,2335.00,395000,New South Wales,NSW,Stanhope,6,2017
Sydney,Australia,2768.00,962500,New South Wales,NSW,Stanhope Gardens,6,2017
Sydney,Australia,2048.00,1360000,New South Wales,NSW,Stanmore,6,2017
Sydney,Australia,2369.00,,New South Wales,NSW,Stannifer,6,2017
Sydney,Australia,2371.00,,New South Wales,NSW,Stannum,6,2017
Sydney,Australia,2508.00,912500,New South Wales,NSW,Stanwell Park,6,2017
Sydney,Australia,2508.00,912500,New South Wales,NSW,Stanwell Tops,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,State Mine Gully,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Steam Plains,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Steinbrook,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Stewarts Brook,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Stewarts Mount,6,2017
Sydney,Australia,2443.00,421500,New South Wales,NSW,Stewarts River,6,2017
Sydney,Australia,2725.00,,New South Wales,NSW,Stockinbingal,6,2017
Sydney,Australia,2322.00,493000,New South Wales,NSW,Stockrington,6,2017
Sydney,Australia,2295.00,750000,New South Wales,NSW,Stockton,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Stockyard Creek,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Stokers Siding,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Stony Chute,6,2017
Sydney,Australia,2700.00,788000,New South Wales,NSW,Stony Creek,12,4034
Sydney,Australia,2734.00,,New South Wales,NSW,Stony Crossing,6,2017
Sydney,Australia,2487.00,580000,New South Wales,NSW,Stotts Creek,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Stratford,6,2017
Sydney,Australia,2429.00,320000,New South Wales,NSW,Strathcedar,6,2017
Sydney,Australia,2470.00,265000,New South Wales,NSW,Stratheden,6,2017
Sydney,Australia,2135.00,1150000,New South Wales,NSW,Strathfield,6,2017
Sydney,Australia,2136.00,727500,New South Wales,NSW,Strathfield South,6,2017
Sydney,Australia,2425.00,360000,New South Wales,NSW,Stroud,6,2017
Sydney,Australia,2420.00,367500,New South Wales,NSW,Stroud Hill,6,2017
Sydney,Australia,2415.00,,New South Wales,NSW,Stroud Road,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Stuart Town,6,2017
Sydney,Australia,2441.00,385000,New South Wales,NSW,Stuarts Point,6,2017
Sydney,Australia,2852.00,265000,New South Wales,NSW,Stubbo,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Stud Park,6,2017
Sydney,Australia,2481.00,975000,New South Wales,NSW,Suffolk Park,6,2017
Sydney,Australia,2420.00,367500,New South Wales,NSW,Sugarloaf,6,2017
Sydney,Australia,2208.50,1560000,New South Wales,NSW,Summer Hill,12,4034
Sydney,Australia,2800.00,372500,New South Wales,NSW,Summer Hill Creek,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Summer Island,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Summerland Point,6,2017
Sydney,Australia,2777.00,680000,New South Wales,NSW,Sun Valley,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Sunny Corner,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Sunnyside,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,Sunshine Bay,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Suntop,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,Surf Beach,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,Surfside,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Sussex Inlet,6,2017
Sydney,Australia,2232.00,1000000,New South Wales,NSW,Sutherland,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,Sutton,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Sutton Forest,6,2017
Sydney,Australia,2397.50,397500,New South Wales,NSW,Swan Bay,12,4034
Sydney,Australia,2462.00,,New South Wales,NSW,Swan Creek,6,2017
Sydney,Australia,2370.00,227500,New South Wales,NSW,Swan Vale,6,2017
Sydney,Australia,2360.00,251000,New South Wales,NSW,Swanbrook,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Swanhaven,6,2017
Sydney,Australia,2439.00,615000,New South Wales,NSW,Swans Crossing,6,2017
Sydney,Australia,2281.00,615000,New South Wales,NSW,Swansea,6,2017
Sydney,Australia,2281.00,615000,New South Wales,NSW,Swansea Heads,6,2017
Sydney,Australia,2325.00,342000,New South Wales,NSW,Sweetmans Creek,6,2017
Sydney,Australia,2044.00,1301500,New South Wales,NSW,Sydenham,6,2017
Sydney,Australia,2224.00,1300000,New South Wales,NSW,Sylvania,6,2017
Sydney,Australia,2224.00,1300000,New South Wales,NSW,Sylvania Southgate,6,2017
Sydney,Australia,2224.00,1300000,New South Wales,NSW,Sylvania Waters,6,2017
Sydney,Australia,2420.00,367500,New South Wales,NSW,Tabbil Creek,6,2017
Sydney,Australia,2472.00,,New South Wales,NSW,Tabbimoble,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Tabbita,6,2017
Sydney,Australia,2640.00,335000,New South Wales,NSW,Table Top,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Tabulam,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Tacoma,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Tacoma South,6,2017
Sydney,Australia,2324.00,397500,New South Wales,NSW,Tahlee,6,2017
Sydney,Australia,2573.00,600000,New South Wales,NSW,Tahmoor,6,2017
Sydney,Australia,2447.00,320000,New South Wales,NSW,Talarm,6,2017
Sydney,Australia,2839.00,,New South Wales,NSW,Talawanta,6,2017
Sydney,Australia,2720.00,255000,New South Wales,NSW,Talbingo,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Talbragar,6,2017
Sydney,Australia,2852.00,265000,New South Wales,NSW,Tallawang,6,2017
Sydney,Australia,2669.00,,New South Wales,NSW,Tallimba,6,2017
Sydney,Australia,2579.00,640000,New South Wales,NSW,Tallong,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Tallowwood Ridge,6,2017
Sydney,Australia,2798.00,,New South Wales,NSW,Tallwood,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Tallwoods Village,6,2017
Sydney,Australia,2640.00,335000,New South Wales,NSW,Talmalmo,6,2017
Sydney,Australia,2481.00,975000,New South Wales,NSW,Talofa,6,2017
Sydney,Australia,2463.00,406000,New South Wales,NSW,Taloumbi,6,2017
Sydney,Australia,2441.00,385000,New South Wales,NSW,Tamban,6,2017
Sydney,Australia,2381.00,,New South Wales,NSW,Tambar Springs,6,2017
Sydney,Australia,2822.50,776500,New South Wales,NSW,Tambaroora,12,4034
Sydney,Australia,2340.00,333000,New South Wales,NSW,Taminda,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,Tamworth,6,2017
Sydney,Australia,2488.00,576250,New South Wales,NSW,Tanglewood,6,2017
Sydney,Australia,2319.00,427500,New South Wales,NSW,Tanilba Bay,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Tanja,6,2017
Sydney,Australia,2357.00,215000,New South Wales,NSW,Tannabar,6,2017
Sydney,Australia,2629.00,,New South Wales,NSW,Tantangara,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Tantawangalo,6,2017
Sydney,Australia,2731.00,382000,New South Wales,NSW,Tantonan,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Tapitallee,6,2017
Sydney,Australia,2665.00,95500,New South Wales,NSW,Tara,6,2017
Sydney,Australia,2653.00,,New South Wales,NSW,Taradale,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Tarago,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Taralga,6,2017
Sydney,Australia,2787.00,422500,New South Wales,NSW,Tarana,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Tarban,6,2017
Sydney,Australia,2428.00,425500,New South Wales,NSW,Tarbuck Bay,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Tarcutta,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Taree,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Taree South,6,2017
Sydney,Australia,2229.00,1225000,New South Wales,NSW,Taren Point,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Tarlo,6,2017
Sydney,Australia,2722.00,203500,New South Wales,NSW,Tarrabandra,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Tarraganda,6,2017
Sydney,Australia,2518.00,770000,New South Wales,NSW,Tarrawanna,6,2017
Sydney,Australia,2390.00,320000,New South Wales,NSW,Tarriaro,6,2017
Sydney,Australia,2322.00,493000,New South Wales,NSW,Tarro,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Tascott,6,2017
Sydney,Australia,2471.00,,New South Wales,NSW,Tatham,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Tathra,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Tatton,6,2017
Sydney,Australia,2447.00,320000,New South Wales,NSW,Taylors Arm,6,2017
Sydney,Australia,2316.00,515000,New South Wales,NSW,Taylors Beach,6,2017
Sydney,Australia,2586.00,,New South Wales,NSW,Taylors Flat,6,2017
Sydney,Australia,2107.00,1630000,New South Wales,NSW,Taylors Point,6,2017
Sydney,Australia,2324.00,397500,New South Wales,NSW,Tea Gardens,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Telarah,6,2017
Sydney,Australia,2441.00,385000,New South Wales,NSW,Telegraph Point,6,2017
Sydney,Australia,2117.00,1080000,New South Wales,NSW,Telopea,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Temagog,6,2017
Sydney,Australia,2666.00,229000,New South Wales,NSW,Temora,6,2017
Sydney,Australia,2044.00,1301500,New South Wales,NSW,Tempe,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Ten Mile Hollow,6,2017
Sydney,Australia,2323.00,414500,New South Wales,NSW,Tenambit,6,2017
Sydney,Australia,2824.00,,New South Wales,NSW,Tenandra,6,2017
Sydney,Australia,2754.00,780000,New South Wales,NSW,Tennyson,6,2017
Sydney,Australia,2111.00,825000,New South Wales,NSW,Tennyson Point,6,2017
Sydney,Australia,2371.00,,New South Wales,NSW,Tent Hill,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,Tenterden,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Tenterfield,6,2017
Sydney,Australia,2284.00,465000,New South Wales,NSW,Teralba,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Terania Creek,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Terara,6,2017
Sydney,Australia,2829.00,145000,New South Wales,NSW,Teridgerie,6,2017
Sydney,Australia,2539.00,584600,New South Wales,NSW,Termeil,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Terrabella,6,2017
Sydney,Australia,2474.00,329000,New South Wales,NSW,Terrace Creek,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Terragon,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Terramungamine,6,2017
Sydney,Australia,2486.00,520000,New South Wales,NSW,Terranora,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Terreel,6,2017
Sydney,Australia,2084.00,,New South Wales,NSW,Terrey Hills,6,2017
Sydney,Australia,2260.00,850000,New South Wales,NSW,Terrigal,6,2017
Sydney,Australia,2400.00,131500,New South Wales,NSW,Terry Hie Hie,6,2017
Sydney,Australia,2478.00,577500,New South Wales,NSW,Teven,6,2017
Sydney,Australia,2449.00,,New South Wales,NSW,Tewinga,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Thalaba,6,2017
Sydney,Australia,2350.00,356250,New South Wales,NSW,Thalgarrah,6,2017
Sydney,Australia,2680.00,310000,New South Wales,NSW,Tharbogang,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,Tharwa,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,The Angle,6,2017
Sydney,Australia,2236.50,2000000,New South Wales,NSW,The Basin,12,4034
Sydney,Australia,2429.00,320000,New South Wales,NSW,The Bight,6,2017
Sydney,Australia,2425.00,360000,New South Wales,NSW,The Branch,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,The Brothers,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,The Channon,6,2017
Sydney,Australia,2758.00,975000,New South Wales,NSW,The Devils Wilderness,6,2017
Sydney,Australia,2261.00,627500,New South Wales,NSW,The Entrance,6,2017
Sydney,Australia,2261.00,627500,New South Wales,NSW,The Entrance North,6,2017
Sydney,Australia,2466.00,430000,New South Wales,NSW,The Freshwater,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,The Gap,6,2017
Sydney,Australia,2476.00,,New South Wales,NSW,The Glen,6,2017
Sydney,Australia,2371.00,,New South Wales,NSW,The Gulf,6,2017
Sydney,Australia,2444.00,515000,New South Wales,NSW,The Hatch,6,2017
Sydney,Australia,2300.00,640000,New South Wales,NSW,The Hill,6,2017
Sydney,Australia,2291.00,920000,New South Wales,NSW,The Junction,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,The Lagoon,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,The Marra,6,2017
Sydney,Australia,2787.00,422500,New South Wales,NSW,The Meadows,6,2017
Sydney,Australia,2570.00,737750,New South Wales,NSW,The Oaks,6,2017
Sydney,Australia,2388.00,,New South Wales,NSW,The Pilliga,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,The Pinnacles,6,2017
Sydney,Australia,2483.00,672500,New South Wales,NSW,The Pocket,6,2017
Sydney,Australia,2769.00,1025000,New South Wales,NSW,The Ponds,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,The Ridgeway,6,2017
Sydney,Australia,2474.00,329000,New South Wales,NSW,The Risk,6,2017
Sydney,Australia,2655.00,,New South Wales,NSW,The Rock,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,The Rocks,6,2017
Sydney,Australia,2463.00,406000,New South Wales,NSW,The Sandon,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,The Scrub,6,2017
Sydney,Australia,2754.00,780000,New South Wales,NSW,The Slopes,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,The Springs,6,2017
Sydney,Australia,2875.00,,New South Wales,NSW,The Troffs,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,The Whiteman,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Theresa Creek,6,2017
Sydney,Australia,2570.00,737750,New South Wales,NSW,Theresa Park,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Third Creek,6,2017
Sydney,Australia,2572.00,681000,New South Wales,NSW,Thirlmere,6,2017
Sydney,Australia,2347.00,,New South Wales,NSW,Thirloene,6,2017
Sydney,Australia,2515.00,970000,New South Wales,NSW,Thirroul,6,2017
Sydney,Australia,2454.00,630000,New South Wales,NSW,Thora,6,2017
Sydney,Australia,2120.00,1338000,New South Wales,NSW,Thornleigh,6,2017
Sydney,Australia,2322.00,493000,New South Wales,NSW,Thornton,6,2017
Sydney,Australia,2444.00,515000,New South Wales,NSW,Thrumster,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Thuddungra,6,2017
Sydney,Australia,2732.00,,New South Wales,NSW,Thule,6,2017
Sydney,Australia,2447.00,320000,New South Wales,NSW,Thumb Creek,6,2017
Sydney,Australia,2640.00,335000,New South Wales,NSW,Thurgoona,6,2017
Sydney,Australia,2731.00,382000,New South Wales,NSW,Thyra,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Tianjara,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Tibbuc,6,2017
Sydney,Australia,2870.00,255000,New South Wales,NSW,Tichborne,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Tichular,6,2017
Sydney,Australia,2297.00,750000,New South Wales,NSW,Tighes Hill,6,2017
Sydney,Australia,2546.00,420000,New South Wales,NSW,Tilba Tilba,6,2017
Sydney,Australia,2350.00,356250,New South Wales,NSW,Tilbuster,6,2017
Sydney,Australia,2840.00,,New South Wales,NSW,Tilpa,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Timbarra,6,2017
Sydney,Australia,2551.00,414500,New South Wales,NSW,Timbillica,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,Timbumburi,6,2017
Sydney,Australia,2338.00,,New South Wales,NSW,Timor,6,2017
Sydney,Australia,2835.00,181000,New South Wales,NSW,Tindarey,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,Tinderry,6,2017
Sydney,Australia,2369.00,,New South Wales,NSW,Tingha,6,2017
Sydney,Australia,2290.00,539500,New South Wales,NSW,Tingira Heights,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Tinonee,6,2017
Sydney,Australia,2546.00,420000,New South Wales,NSW,Tinpot,6,2017
Sydney,Australia,2478.00,577500,New South Wales,NSW,Tintenbar,6,2017
Sydney,Australia,2352.00,340000,New South Wales,NSW,Tintinhull,6,2017
Sydney,Australia,2428.00,425500,New South Wales,NSW,Tiona,6,2017
Sydney,Australia,2429.00,320000,New South Wales,NSW,Tipperary,6,2017
Sydney,Australia,2424.00,,New South Wales,NSW,Tiri,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Tirrannaville,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Titaatee Creek,6,2017
Sydney,Australia,2421.00,,New South Wales,NSW,Tocal,6,2017
Sydney,Australia,2714.00,,New South Wales,NSW,Tocumwal,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Tolland,6,2017
Sydney,Australia,2322.00,493000,New South Wales,NSW,Tomago,6,2017
Sydney,Australia,2537.00,427500,New South Wales,NSW,Tomakin,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Tomalla,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Tomboye,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Tomerong,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Tomewin,6,2017
Sydney,Australia,2869.00,,New South Wales,NSW,Tomingley,6,2017
Sydney,Australia,2446.00,473000,New South Wales,NSW,Toms Creek,6,2017
Sydney,Australia,2828.00,,New South Wales,NSW,Tonderburine,6,2017
Sydney,Australia,2527.00,585000,New South Wales,NSW,Tongarra,6,2017
Sydney,Australia,2864.00,,New South Wales,NSW,Toogong,6,2017
Sydney,Australia,2736.00,,New South Wales,NSW,Tooleybuc,6,2017
Sydney,Australia,2534.00,895000,New South Wales,NSW,Toolijooa,6,2017
Sydney,Australia,2475.00,,New South Wales,NSW,Tooloom,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Tooloon,6,2017
Sydney,Australia,2642.00,260000,New South Wales,NSW,Tooma,6,2017
Sydney,Australia,2146.00,728000,New South Wales,NSW,Toongabbie,6,2017
Sydney,Australia,2146.00,728000,New South Wales,NSW,Toongabbie East,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Toongi,6,2017
Sydney,Australia,2474.00,329000,New South Wales,NSW,Toonumbar,6,2017
Sydney,Australia,2734.00,,New South Wales,NSW,Tooranie,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Tooraweenah,6,2017
Sydney,Australia,2452.00,392500,New South Wales,NSW,Toormina,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Toorooka,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Toothdale,6,2017
Sydney,Australia,2655.00,,New South Wales,NSW,Tootool,6,2017
Sydney,Australia,2261.00,627500,New South Wales,NSW,Toowoon Bay,6,2017
Sydney,Australia,2701.00,,New South Wales,NSW,Tooyal,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,Top Naas,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Topi Topi,6,2017
Sydney,Australia,2283.00,515500,New South Wales,NSW,Toronto,6,2017
Sydney,Australia,2371.00,,New South Wales,NSW,Torrington,6,2017
Sydney,Australia,2389.50,285000,New South Wales,NSW,Torryburn,12,4034
Sydney,Australia,2850.00,369000,New South Wales,NSW,Totnes Valley,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Touga,6,2017
Sydney,Australia,2263.00,500000,New South Wales,NSW,Toukley,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Towac,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Towallum,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Towamba,6,2017
Sydney,Australia,2463.00,406000,New South Wales,NSW,Townsend,6,2017
Sydney,Australia,2518.00,770000,New South Wales,NSW,Towradgi,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Towrang,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,Tralee,6,2017
Sydney,Australia,2823.00,,New South Wales,NSW,Trangie,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Tregeagle,6,2017
Sydney,Australia,2770.00,532500,New South Wales,NSW,Tregear,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Trenayr,6,2017
Sydney,Australia,2738.00,,New South Wales,NSW,Trentham Cliffs,6,2017
Sydney,Australia,2869.00,,New South Wales,NSW,Trewilga,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Triamble,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Triangle Flat,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Troy Junction,6,2017
Sydney,Australia,2875.00,,New South Wales,NSW,Trundle,6,2017
Sydney,Australia,2666.00,229000,New South Wales,NSW,Trungley Hall,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Trunkey Creek,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,Tubbamurra,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Tubbul,6,2017
Sydney,Australia,2462.00,,New South Wales,NSW,Tucabia,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Tucki Tucki,6,2017
Sydney,Australia,2477.00,583750,New South Wales,NSW,Tuckombil,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Tuckurimba,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Tuena,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Tuggerah,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Tuggerawong,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Tugrabakh,6,2017
Sydney,Australia,2732.00,,New South Wales,NSW,Tullakool,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Tullarwalla,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Tullera,6,2017
Sydney,Australia,2669.00,,New South Wales,NSW,Tullibigeal,6,2017
Sydney,Australia,2527.00,585000,New South Wales,NSW,Tullimbar,6,2017
Sydney,Australia,2400.00,131500,New South Wales,NSW,Tulloona,6,2017
