Country,State,StateCode,City,Suburb,Average of PostCode,PropertyMedianValue,Average of Average of Latitude,Average of Average of Longitude,UpdatedMonth,UpdatedYear
Australia,New South Wales,NSW,Broken Hill,Redfern,2016,1120000,,,6,2017
Australia,New South Wales,NSW,Broken Hill,Rushcutters Bay,2011,850000,,,6,2017
Australia,New South Wales,NSW,Broken Hill,Silverton,2880,0,-31.885923,141.232907,0,0
Australia,New South Wales,NSW,Broken Hill,South Broken Hill,2880,0,-31.977238,141.458131,0,0
Australia,New South Wales,NSW,Broken Hill,Stephens Creek,2880,0,-31.835489,141.512534,0,0
Australia,New South Wales,NSW,Broken Hill,Surry Hills,2010,1250000,,,6,2017
Australia,New South Wales,NSW,Broken Hill,Tibooburra,2880,0,-29.434259,142.010079,0,0
Australia,New South Wales,NSW,Broken Hill,Waterloo,2017,910000,,,6,2017
Australia,New South Wales,NSW,Broken Hill,Woolloomooloo,2011,850000,,,6,2017
Australia,New South Wales,NSW,Broken Hill,Zetland,2017,910000,,,6,2017
Australia,New South Wales,NSW,Canberra,Queanbeyan,2620,0,-35.354443,149.232083,0,0
Australia,New South Wales,NSW,Canberra,Queanbeyan East,2620,0,-35.342808,149.244392,0,0
Australia,New South Wales,NSW,Canberra,Queanbeyan West,2620,0,-35.358298,149.228993,0,0
Australia,New South Wales,NSW,Central Coast,Balcolyn,2264,0,-33.095642,151.553169,0,0
Australia,New South Wales,NSW,Central Coast,Bonnells Bay,2264,0,-33.107405,151.518263,0,0
Australia,New South Wales,NSW,Central Coast,Brightwaters,2264,0,-33.114455,151.545925,0,0
Australia,New South Wales,NSW,Central Coast,Cooranbong,2265,0,-33.076609,151.453989,0,0
Australia,New South Wales,NSW,Central Coast,Dora Creek,2264,0,-33.083587,151.501807,0,0
Australia,New South Wales,NSW,Central Coast,Eraring,2264,0,-33.071249,151.522946,0,0
Australia,New South Wales,NSW,Central Coast,Mandalong,2264,0,-33.145241,151.414627,0,0
Australia,New South Wales,NSW,Central Coast,Martinsville,2265,0,-33.055785,151.406243,0,0
Australia,New South Wales,NSW,Central Coast,Mirrabooka,2264,0,-33.108634,151.555006,0,0
Australia,New South Wales,NSW,Central Coast,Morisset,2264,0,-33.108336,151.487758,0,0
Australia,New South Wales,NSW,Central Coast,Morisset Park,2264,0,-33.121406,151.530773,0,0
Australia,New South Wales,NSW,Central Coast,Myuna Bay,2264,0,-33.061626,151.550074,0,0
Australia,New South Wales,NSW,Central Coast,Silverwater,2264,0,-33.101384,151.56199,0,0
Australia,New South Wales,NSW,Central Coast,Wangi Wangi,2267,0,-33.071491,151.584366,0,0
Australia,New South Wales,NSW,Central Coast,Windermere Park,2264,0,-33.115951,151.531184,0,0
Australia,New South Wales,NSW,Central Coast,Yarrawonga Park,2264,0,-33.100922,151.544375,0,0
Australia,New South Wales,NSW,Coffs Harbour,Banksmeadow,2019,1070000,,,6,2017
Australia,New South Wales,NSW,Coffs Harbour,Boambee,2450,0,-30.337186,153.069748,0,0
Australia,New South Wales,NSW,Coffs Harbour,Botany,2019,1070000,,,6,2017
Australia,New South Wales,NSW,Coffs Harbour,Brooklana,2450,0,-30.269862,152.855136,0,0
Australia,New South Wales,NSW,Coffs Harbour,Bucca,2450,0,-30.165527,153.10264,0,0
Australia,New South Wales,NSW,Coffs Harbour,Coffs Harbour,2450,0,-30.282279,153.128593,0,0
Australia,New South Wales,NSW,Coffs Harbour,Coffs Harbour Jetty,2450,0,-30.304106,153.139145,0,0
Australia,New South Wales,NSW,Coffs Harbour,Coffs Harbour Plaza,2450,0,-30.282731,153.131469,0,0
Australia,New South Wales,NSW,Coffs Harbour,Coramba,2450,0,-30.222515,153.016086,0,0
Australia,New South Wales,NSW,Coffs Harbour,Glenreagh,2450,0,-30.05106,152.978971,0,0
Australia,New South Wales,NSW,Coffs Harbour,Karangi,2450,0,-30.254449,153.048256,0,0
Australia,New South Wales,NSW,Coffs Harbour,Korora,2450,0,-30.257145,153.129008,0,0
Australia,New South Wales,NSW,Coffs Harbour,Lowanna,2450,0,-30.21239,152.900526,0,0
Australia,New South Wales,NSW,Coffs Harbour,Moonee Beach,2450,0,-30.20812,153.155413,0,0
Australia,New South Wales,NSW,Coffs Harbour,Nana Glen,2450,0,-30.136199,153.004853,0,0
Australia,New South Wales,NSW,Coffs Harbour,North Boambee Valley,2450,0,-30.306482,153.071517,0,0
Australia,New South Wales,NSW,Coffs Harbour,Rosebery,2018,800000,,,6,2017
Australia,New South Wales,NSW,Coffs Harbour,Sapphire Beach,2450,0,-30.233163,153.147953,0,0
Australia,New South Wales,NSW,Coffs Harbour,Sherwood,2450,0,-30.056473,153.013178,0,0
Australia,New South Wales,NSW,Coffs Harbour,Ulong,2450,0,-30.246135,152.888781,0,0
Australia,New South Wales,NSW,Coffs Harbour,Upper Orara,2450,0,-30.284822,153.00951,0,0
Australia,New South Wales,NSW,Dubbo,Bondi Junction,2022,1310000,,,6,2017
Australia,New South Wales,NSW,Dubbo,Bondi Junction Plaza,2022,1310000,,,6,2017
Australia,New South Wales,NSW,Dubbo,Dubbo,2830,0,-32.245192,148.604212,0,0
Australia,New South Wales,NSW,Dubbo,Dubbo East,2830,0,-32.242225,148.628668,0,0
Australia,New South Wales,NSW,Dubbo,Dubbo Grove,2830,0,-32.268021,148.609834,0,0
Australia,New South Wales,NSW,Dubbo,Dubbo West,2830,0,-32.247975,148.593099,0,0
Australia,New South Wales,NSW,Dubbo,Mascot,2020,1057500,,,6,2017
Australia,New South Wales,NSW,Dubbo,Moore Park,2021,2100000,,,6,2017
Australia,New South Wales,NSW,Dubbo,North Dubbo,2830,0,-32.23802,148.61054,0,0
Australia,New South Wales,NSW,Dubbo,Paddington,2021,2100000,,,6,2017
Australia,New South Wales,NSW,Dubbo,South Dubbo,2830,0,-32.258397,148.597254,0,0
Australia,New South Wales,NSW,Dubbo,Sydney Domestic Airport,2020,1057500,,,6,2017
Australia,New South Wales,NSW,Dubbo,Sydney International Airport,2020,1057500,,,6,2017
Australia,New South Wales,NSW,Dubbo,Tullamore,2874,0,-32.631463,147.564026,0,0
Australia,New South Wales,NSW,Dubbo,West Dubbo,2830,0,-32.247975,148.593099,0,0
Australia,New South Wales,NSW,Gosford,Alison,2259,0,-33.265998,151.403858,0,0
Australia,New South Wales,NSW,Gosford,Avoca Beach,2251,0,-33.464937,151.432387,0,0
Australia,New South Wales,NSW,Gosford,Bateau Bay,2261,0,-33.381213,151.479104,0,0
Australia,New South Wales,NSW,Gosford,Bay Village,2261,0,-33.376325,151.473838,0,0
Australia,New South Wales,NSW,Gosford,Bensville,2251,0,-33.498579,151.381089,0,0
Australia,New South Wales,NSW,Gosford,Berkeley Vale,2261,0,-33.341788,151.43163,0,0
Australia,New South Wales,NSW,Gosford,Blackwall,2256,0,-33.503434,151.327632,0,0
Australia,New South Wales,NSW,Gosford,Blue Bay,2261,0,-33.357184,151.500048,0,0
Australia,New South Wales,NSW,Gosford,Blue Haven,2262,0,-33.207351,151.492751,0,0
Australia,New South Wales,NSW,Gosford,Booker Bay,2257,0,-33.511566,151.34478,0,0
Australia,New South Wales,NSW,Gosford,Bouddi,2251,0,-33.511538,151.400793,0,0
Australia,New South Wales,NSW,Gosford,Box Head,2257,0,-33.536016,151.344489,0,0
Australia,New South Wales,NSW,Gosford,Bucketty,2250,0,-33.111273,151.138861,0,0
Australia,New South Wales,NSW,Gosford,Budgewoi,2262,0,-33.234349,151.554753,0,0
Australia,New South Wales,NSW,Gosford,Budgewoi Peninsula,2262,0,-33.21956,151.584067,0,0
Australia,New South Wales,NSW,Gosford,Buff Point,2262,0,-33.238196,151.535266,0,0
Australia,New South Wales,NSW,Gosford,Bushells Ridge,2259,0,-33.210392,151.476534,0,0
Australia,New South Wales,NSW,Gosford,Calga,2250,0,-33.43835,151.236467,0,0
Australia,New South Wales,NSW,Gosford,Canton Beach,2263,0,-33.271922,151.544045,0,0
Australia,New South Wales,NSW,Gosford,Cedar Brush Creek,2259,0,-33.147255,151.258292,0,0
Australia,New South Wales,NSW,Gosford,Central Mangrove,2250,0,-33.292384,151.234661,0,0
Australia,New South Wales,NSW,Gosford,Chain Valley Bay,2259,0,-33.174102,151.580195,0,0
Australia,New South Wales,NSW,Gosford,Charmhaven,2263,0,-33.229912,151.502912,0,0
Australia,New South Wales,NSW,Gosford,Chittaway Bay,2261,0,-33.32776,151.429428,0,0
Australia,New South Wales,NSW,Gosford,Chittaway Point,2261,0,-33.326616,151.463661,0,0
Australia,New South Wales,NSW,Gosford,Colongra,2262,0,-33.210058,151.54323,0,0
Australia,New South Wales,NSW,Gosford,Copacabana,2251,0,-33.48994,151.430558,0,0
Australia,New South Wales,NSW,Gosford,Crangan Bay,2259,0,-33.175697,151.590424,0,0
Australia,New South Wales,NSW,Gosford,Daleys Point,2257,0,-33.50569,151.348181,0,0
Australia,New South Wales,NSW,Gosford,Davistown,2251,0,-33.485685,151.360521,0,0
Australia,New South Wales,NSW,Gosford,Dooralong,2259,0,-33.189384,151.350215,0,0
Australia,New South Wales,NSW,Gosford,Doyalson,2262,0,-33.197168,151.521116,0,0
Australia,New South Wales,NSW,Gosford,Doyalson North,2262,0,-33.185292,151.546219,0,0
Australia,New South Wales,NSW,Gosford,Durren Durren,2259,0,-33.171431,151.382288,0,0
Australia,New South Wales,NSW,Gosford,East Gosford,2250,0,-33.438534,151.354167,0,0
Australia,New South Wales,NSW,Gosford,Empire Bay,2257,0,-33.494186,151.362188,0,0
Australia,New South Wales,NSW,Gosford,Erina,2250,0,-33.437893,151.383648,0,0
Australia,New South Wales,NSW,Gosford,Erina Fair,2250,0,-33.437221,151.394139,0,0
Australia,New South Wales,NSW,Gosford,Erina Heights,2260,0,-33.426949,151.413211,0,0
Australia,New South Wales,NSW,Gosford,Ettalong Beach,2257,0,-33.513696,151.335289,0,0
Australia,New South Wales,NSW,Gosford,Forresters Beach,2260,0,-33.407108,151.463884,0,0
Australia,New South Wales,NSW,Gosford,Fountaindale,2258,0,-33.338303,151.392826,0,0
Australia,New South Wales,NSW,Gosford,Frazer Park,2259,0,-33.186687,151.621139,0,0
Australia,New South Wales,NSW,Gosford,Freemans,2259,0,-33.203791,151.595646,0,0
Australia,New South Wales,NSW,Gosford,Glenning Valley,2261,0,-33.353709,151.425996,0,0
Australia,New South Wales,NSW,Gosford,Glenworth Valley,2250,0,-33.423807,151.17688,0,0
Australia,New South Wales,NSW,Gosford,Gorokan,2263,0,-33.257544,151.510399,0,0
Australia,New South Wales,NSW,Gosford,Gosford,2250,0,-33.426938,151.341843,0,0
Australia,New South Wales,NSW,Gosford,Green Point,2251,0,-33.451762,151.360909,0,0
Australia,New South Wales,NSW,Gosford,Greengrove,2250,0,-33.382712,151.145126,0,0
Australia,New South Wales,NSW,Gosford,Gwandalan,2259,0,-33.139561,151.587572,0,0
Australia,New South Wales,NSW,Gosford,Halekulani,2262,0,-33.223484,151.550635,0,0
Australia,New South Wales,NSW,Gosford,Halloran,2259,0,-33.239446,151.439518,0,0
Australia,New South Wales,NSW,Gosford,Hamlyn Terrace,2259,0,-33.250574,151.469872,0,0
Australia,New South Wales,NSW,Gosford,Hardys Bay,2257,0,-33.525157,151.35744,0,0
Australia,New South Wales,NSW,Gosford,Holgate,2250,0,-33.409747,151.405406,0,0
Australia,New South Wales,NSW,Gosford,Horsfield Bay,2256,0,-33.49347,151.299908,0,0
Australia,New South Wales,NSW,Gosford,Jilliby,2259,0,-33.230854,151.391869,0,0
Australia,New South Wales,NSW,Gosford,Kangy Angy,2258,0,-33.322397,151.395063,0,0
Australia,New South Wales,NSW,Gosford,Kanwal,2259,0,-33.263412,151.479653,0,0
Australia,New South Wales,NSW,Gosford,Kariong,2250,0,-33.439733,151.293333,0,0
Australia,New South Wales,NSW,Gosford,Kiar,2259,0,-33.197478,151.436954,0,0
Australia,New South Wales,NSW,Gosford,Killarney Vale,2261,0,-33.369601,151.459783,0,0
Australia,New South Wales,NSW,Gosford,Killcare,2257,0,-33.525978,151.362657,0,0
Australia,New South Wales,NSW,Gosford,Killcare Heights,2257,0,-33.52257,151.370994,0,0
Australia,New South Wales,NSW,Gosford,Kincumber,2251,0,-33.467738,151.382147,0,0
Australia,New South Wales,NSW,Gosford,Kincumber South,2251,0,-33.487271,151.381035,0,0
Australia,New South Wales,NSW,Gosford,Koolewong,2256,0,-33.46632,151.31816,0,0
Australia,New South Wales,NSW,Gosford,Kulnura,2250,0,-33.225924,151.222101,0,0
Australia,New South Wales,NSW,Gosford,Lake Haven,2263,0,-33.240092,151.501928,0,0
Australia,New South Wales,NSW,Gosford,Lake Munmorah,2259,0,-33.194148,151.57042,0,0
Australia,New South Wales,NSW,Gosford,Lemon Tree,2259,0,-33.146102,151.364803,0,0
Australia,New South Wales,NSW,Gosford,Lisarow,2250,0,-33.380843,151.371283,0,0
Australia,New South Wales,NSW,Gosford,Little Jilliby,2259,0,-33.235928,151.349661,0,0
Australia,New South Wales,NSW,Gosford,Little Wobby,2256,0,-33.548076,151.252911,0,0
Australia,New South Wales,NSW,Gosford,Long Jetty,2261,0,-33.359163,151.484178,0,0
Australia,New South Wales,NSW,Gosford,Lower Mangrove,2250,0,-33.412045,151.150688,0,0
Australia,New South Wales,NSW,Gosford,Macmasters Beach,2251,0,-33.492821,151.416479,0,0
Australia,New South Wales,NSW,Gosford,Magenta,2261,0,-33.313335,151.519517,0,0
Australia,New South Wales,NSW,Gosford,Mangrove Creek,2250,0,-33.359231,151.146082,0,0
Australia,New South Wales,NSW,Gosford,Mangrove Mountain,2250,0,-33.300847,151.191661,0,0
Australia,New South Wales,NSW,Gosford,Mannering Park,2259,0,-33.150538,151.537603,0,0
Australia,New South Wales,NSW,Gosford,Mardi,2259,0,-33.28342,151.404775,0,0
Australia,New South Wales,NSW,Gosford,Matcham,2250,0,-33.417004,151.420834,0,0
Australia,New South Wales,NSW,Gosford,Moonee,2259,0,-33.166162,151.612046,0,0
Australia,New South Wales,NSW,Gosford,Mooney Mooney Creek,2250,0,-33.439621,151.244578,0,0
Australia,New South Wales,NSW,Gosford,Mount Elliot,2250,0,-33.399915,151.385524,0,0
Australia,New South Wales,NSW,Gosford,Mount White,2250,0,-33.461404,151.190612,0,0
Australia,New South Wales,NSW,Gosford,Narara,2250,0,-33.395807,151.346114,0,0
Australia,New South Wales,NSW,Gosford,Niagara Park,2250,0,-33.381996,151.355782,0,0
Australia,New South Wales,NSW,Gosford,Norah Head,2263,0,-33.279786,151.555053,0,0
Australia,New South Wales,NSW,Gosford,Noraville,2263,0,-33.265942,151.559914,0,0
Australia,New South Wales,NSW,Gosford,North Avoca,2260,0,-33.459007,151.435833,0,0
Australia,New South Wales,NSW,Gosford,North Gosford,2250,0,-33.41684,151.348821,0,0
Australia,New South Wales,NSW,Gosford,Ourimbah,2258,0,-33.359703,151.36965,0,0
Australia,New South Wales,NSW,Gosford,Palm Grove,2258,0,-33.326275,151.311454,0,0
Australia,New South Wales,NSW,Gosford,Palmdale,2258,0,-33.331864,151.373158,0,0
Australia,New South Wales,NSW,Gosford,Patonga,2256,0,-33.546452,151.27119,0,0
Australia,New South Wales,NSW,Gosford,Pearl Beach,2256,0,-33.538915,151.302813,0,0
Australia,New South Wales,NSW,Gosford,Peats Ridge,2250,0,-33.351199,151.229736,0,0
Australia,New South Wales,NSW,Gosford,Phegans Bay,2256,0,-33.48859,151.308453,0,0
Australia,New South Wales,NSW,Gosford,Picketts Valley,2251,0,-33.456914,151.412831,0,0
Australia,New South Wales,NSW,Gosford,Point Clare,2250,0,-33.436772,151.320952,0,0
Australia,New South Wales,NSW,Gosford,Point Frederick,2250,0,-33.449407,151.341896,0,0
Australia,New South Wales,NSW,Gosford,Point Wolstoncroft,2259,0,-33.110021,151.583516,0,0
Australia,New South Wales,NSW,Gosford,Pretty Beach,2257,0,-33.52536,151.351281,0,0
Australia,New South Wales,NSW,Gosford,Ravensdale,2259,0,-33.14747,151.288584,0,0
Australia,New South Wales,NSW,Gosford,Rocky Point,2259,0,-33.294922,151.471707,0,0
Australia,New South Wales,NSW,Gosford,San Remo,2262,0,-33.209738,151.51616,0,0
Australia,New South Wales,NSW,Gosford,Saratoga,2251,0,-33.475692,151.354149,0,0
Australia,New South Wales,NSW,Gosford,Shelly Beach,2261,0,-33.368675,151.485687,0,0
Australia,New South Wales,NSW,Gosford,Somersby,2250,0,-33.360992,151.291053,0,0
Australia,New South Wales,NSW,Gosford,Springfield,2250,0,-33.430406,151.370764,0,0
Australia,New South Wales,NSW,Gosford,St Huberts Island,2257,0,-33.495721,151.344441,0,0
Australia,New South Wales,NSW,Gosford,Summerland Point,2259,0,-33.139085,151.565431,0,0
Australia,New South Wales,NSW,Gosford,Tacoma,2259,0,-33.285489,151.453689,0,0
Australia,New South Wales,NSW,Gosford,Tacoma South,2259,0,-33.289592,151.457044,0,0
Australia,New South Wales,NSW,Gosford,Tascott,2250,0,-33.450818,151.319442,0,0
Australia,New South Wales,NSW,Gosford,Ten Mile Hollow,2250,0,-33.324602,151.089946,0,0
Australia,New South Wales,NSW,Gosford,Terrigal,2260,0,-33.448011,151.444461,0,0
Australia,New South Wales,NSW,Gosford,The Entrance,2261,0,-33.344648,151.496394,0,0
Australia,New South Wales,NSW,Gosford,The Entrance North,2261,0,-33.326254,151.511249,0,0
Australia,New South Wales,NSW,Gosford,Toowoon Bay,2261,0,-33.35802,151.496592,0,0
Australia,New South Wales,NSW,Gosford,Toukley,2263,0,-33.265459,151.540695,0,0
Australia,New South Wales,NSW,Gosford,Tuggerah,2259,0,-33.30701,151.415901,0,0
Australia,New South Wales,NSW,Gosford,Tuggerawong,2259,0,-33.280657,151.476312,0,0
Australia,New South Wales,NSW,Gosford,Tumbi Umbi,2261,0,-33.362679,151.447302,0,0
Australia,New South Wales,NSW,Gosford,Umina Beach,2257,0,-33.528746,151.307503,0,0
Australia,New South Wales,NSW,Gosford,Upper Mangrove,2250,0,-33.293327,151.122269,0,0
Australia,New South Wales,NSW,Gosford,Wadalba,2259,0,-33.273033,151.465618,0,0
Australia,New South Wales,NSW,Gosford,Wagstaffe,2257,0,-33.523185,151.342598,0,0
Australia,New South Wales,NSW,Gosford,Wallarah,2259,0,-33.241851,151.456522,0,0
Australia,New South Wales,NSW,Gosford,Wamberal,2260,0,-33.418298,151.446193,0,0
Australia,New South Wales,NSW,Gosford,Warnervale,2259,0,-33.242434,151.459786,0,0
Australia,New South Wales,NSW,Gosford,Watanobbi,2259,0,-33.269072,151.431783,0,0
Australia,New South Wales,NSW,Gosford,Wendoree Park,2250,0,-33.455552,151.155631,0,0
Australia,New South Wales,NSW,Gosford,West Gosford,2250,0,-33.420829,151.321753,0,0
Australia,New South Wales,NSW,Gosford,Wondabyne,2256,0,-33.49159,151.256944,0,0
Australia,New South Wales,NSW,Gosford,Woongarrah,2259,0,-33.246082,151.477239,0,0
Australia,New South Wales,NSW,Gosford,Woy Woy,2256,0,-33.485855,151.324775,0,0
Australia,New South Wales,NSW,Gosford,Woy Woy Bay,2256,0,-33.484478,151.312108,0,0
Australia,New South Wales,NSW,Gosford,Wybung,2259,0,-33.193536,151.596796,0,0
Australia,New South Wales,NSW,Gosford,Wyee,2259,0,-33.175844,151.484958,0,0
Australia,New South Wales,NSW,Gosford,Wyee Point,2259,0,-33.143718,151.520566,0,0
Australia,New South Wales,NSW,Gosford,Wyoming,2250,0,-33.40485,151.350776,0,0
Australia,New South Wales,NSW,Gosford,Wyong,2259,0,-33.28348,151.422404,0,0
Australia,New South Wales,NSW,Gosford,Wyong Creek,2259,0,-33.270222,151.363156,0,0
Australia,New South Wales,NSW,Gosford,Wyongah,2259,0,-33.274859,151.49038,0,0
Australia,New South Wales,NSW,Gosford,Yarramalong,2259,0,-33.222529,151.277495,0,0
Australia,New South Wales,NSW,Gosford,Yattalunga,2251,0,-33.470568,151.360536,0,0
Australia,New South Wales,NSW,Goulburn,Bellevue Hill,2023,1385000,,,6,2017
Australia,New South Wales,NSW,Goulburn,Goulburn,2580,0,-34.75535,149.717816,0,0
Australia,New South Wales,NSW,Goulburn,Goulburn North,2580,0,-34.747561,149.748917,0,0
Australia,New South Wales,NSW,Goulburn,Queens Park,2022,1310000,,,6,2017
Australia,New South Wales,NSW,Grafton,Alice,2460,0,-29.050238,152.587447,0,0
Australia,New South Wales,NSW,Grafton,Alumy Creek,2460,0,-29.64092,152.951448,0,0
Australia,New South Wales,NSW,Grafton,Barcoongere,2460,0,-29.936812,153.178158,0,0
Australia,New South Wales,NSW,Grafton,Barretts Creek,2460,0,-29.349686,152.749863,0,0
Australia,New South Wales,NSW,Grafton,Baryulgil,2460,0,-29.219261,152.604392,0,0
Australia,New South Wales,NSW,Grafton,Blaxlands Creek,2460,0,-29.859271,152.847314,0,0
Australia,New South Wales,NSW,Grafton,Bom Bom,2460,0,-29.739638,152.962193,0,0
Australia,New South Wales,NSW,Grafton,Bookram,2460,0,-29.71226,153.229513,0,0
Australia,New South Wales,NSW,Grafton,Braunstone,2460,0,-29.802551,152.959309,0,0
Australia,New South Wales,NSW,Grafton,Bronte,2024,1350000,,,6,2017
Australia,New South Wales,NSW,Grafton,Brushgrove,2460,0,-29.566127,153.080634,0,0
